shipment_id,order_id,carrier,tracking_number,current_status,status_details,last_updated
SHIP11999,ORD10927,UPS,2404633266228,Delayed,Logistics issue at sorting hub,2025-04-14 07:29:20.317132
SHIP12000,ORD10928,FedEx,0585985762926,Delivered,Delivered to front porch.,2025-04-14 20:36:12.346227
SHIP12001,ORD10929,USPS,3395523350228,Delivered,Delivered to front porch.,2025-04-11 17:59:22.876840
SHIP12002,ORD10930,UPS,5889029557338,Delivered,Delivered to front porch.,2025-04-11 01:26:41.132842
SHIP12003,ORD10931,USPS,6655341345187,Delayed,Logistics issue at sorting hub,2025-04-18 13:05:27.942226
SHIP12004,ORD10932,FedEx,8660491060925,Delivered,Delivered to front porch.,2025-04-09 14:52:50.696392
SHIP12005,ORD10933,DHL,5737619258434,Delivered,Delivered to front porch.,2025-04-09 21:19:28.686199
SHIP12006,ORD10934,USPS,6924375005511,Delivered,Delivered to front porch.,2025-04-16 17:43:54.468938
SHIP12007,ORD10935,DHL,3844418357489,Delivered,Delivered to front porch.,2025-04-15 17:51:24.505791
SHIP12008,ORD10936,USPS,0520842840966,Delivered,Delivered to front porch.,2025-04-16 01:07:39.887557
SHIP12009,ORD10937,USPS,1085863682487,Delivered,Delivered to front porch.,2025-04-08 22:15:27.284862
SHIP12010,ORD10938,USPS,2777485807353,Delayed,Logistics issue at sorting hub,2025-04-16 07:30:42.547706
SHIP12011,ORD10939,FedEx,3035318924608,Delivered,Delivered to front porch.,2025-04-12 13:14:32.286738
SHIP12012,ORD10940,FedEx,2808032074956,Delivered,Delivered to front porch.,2025-04-12 14:41:41.189501
SHIP12013,ORD10941,DHL,0955099764206,Delivered,Delivered to front porch.,2025-04-15 17:13:10.159162
SHIP12014,ORD10943,UPS,5639606264636,Delivered,Delivered to front porch.,2025-04-12 20:42:05.912946
SHIP12015,ORD10944,UPS,0829668474837,Delivered,Delivered to front porch.,2025-04-16 13:52:23.069206
SHIP12016,ORD10946,UPS,1461330681823,Delivered,Delivered to front porch.,2025-04-11 10:07:45.455669
SHIP12017,ORD10947,FedEx,6975323988363,Delivered,Delivered to front porch.,2025-04-08 16:17:32.506932
SHIP12018,ORD10948,USPS,1721597155964,Delivered,Delivered to front porch.,2025-04-11 08:34:52.325861
SHIP12019,ORD10949,UPS,8316856246571,Delivered,Delivered to front porch.,2025-04-17 12:43:17.711274
SHIP12020,ORD10950,DHL,4803416370332,Delivered,Delivered to front porch.,2025-04-12 22:09:00.863290
SHIP12021,ORD10951,UPS,6374459318189,Delivered,Delivered to front porch.,2025-04-11 16:47:10.994363
SHIP12022,ORD10952,FedEx,5135194250612,Delivered,Delivered to front porch.,2025-04-15 15:37:56.757694
SHIP12023,ORD10953,UPS,0882212939916,Delivered,Delivered to front porch.,2025-04-14 09:09:11.896178
SHIP12024,ORD10954,DHL,8311528184045,Delivered,Delivered to front porch.,2025-04-14 18:53:10.659740
SHIP12025,ORD10955,FedEx,0639245831539,Delivered,Delivered to front porch.,2025-04-09 06:16:11.038961
SHIP12026,ORD10956,DHL,6383536479958,Delivered,Delivered to front porch.,2025-04-17 02:04:19.488062
SHIP12027,ORD10957,UPS,0708062273843,Delayed,Weather event in transit region,2025-04-15 11:32:35.113801
SHIP12028,ORD10959,DHL,6062946196159,Delivered,Delivered to front porch.,2025-04-17 19:26:34.720373
SHIP12029,ORD10960,FedEx,1793426437558,Delivered,Delivered to front porch.,2025-04-13 20:57:03.743660
SHIP12030,ORD10961,DHL,5252951100239,Delivered,Delivered to front porch.,2025-04-18 09:57:52.519090
SHIP12031,ORD10962,USPS,8528212551780,Delivered,Delivered to front porch.,2025-04-17 06:14:13.884435
SHIP12032,ORD10963,DHL,6410440723751,Delivered,Delivered to front porch.,2025-04-13 06:33:54.271043
SHIP12033,ORD10964,DHL,2196207810530,Delivered,Delivered to front porch.,2025-04-15 10:32:32.751832
SHIP12034,ORD10965,FedEx,0945563682020,Delivered,Delivered to front porch.,2025-04-11 11:47:09.891877
SHIP12035,ORD10966,DHL,9889973614398,Delivered,Delivered to front porch.,2025-04-10 10:29:08.852429
SHIP12036,ORD10967,UPS,1622349835946,Delivered,Delivered to front porch.,2025-04-09 23:50:44.765263
SHIP12037,ORD10968,FedEx,7815160230142,Delivered,Delivered to front porch.,2025-04-12 02:50:04.369364
SHIP12038,ORD10969,DHL,5122694907054,Delivered,Delivered to front porch.,2025-04-13 12:45:46.125434
SHIP12039,ORD10970,FedEx,2847597851770,Delivered,Delivered to front porch.,2025-04-17 21:20:33.084341
SHIP12040,ORD10971,DHL,9434053910169,Delivered,Delivered to front porch.,2025-04-12 19:21:00.554467
SHIP12041,ORD10972,DHL,2085100732837,Delivered,Delivered to front porch.,2025-04-12 18:50:12.772116
SHIP12042,ORD10973,USPS,1150974771839,Delivered,Delivered to front porch.,2025-04-15 06:08:36.423720
SHIP12043,ORD10974,DHL,5484384297655,Delivered,Delivered to front porch.,2025-04-13 17:50:54.452156
SHIP12044,ORD10975,FedEx,5395239625809,Delayed,Vehicle breakdown,2025-04-18 22:53:44.855372
SHIP12045,ORD10976,FedEx,3128090827301,Delivered,Delivered to front porch.,2025-04-16 09:09:33.820923
SHIP12046,ORD10977,UPS,9282916469855,Delivered,Delivered to front porch.,2025-04-15 20:27:03.904705
SHIP12047,ORD10978,USPS,9582653526027,Delivered,Delivered to front porch.,2025-04-14 10:30:58.170722
SHIP12048,ORD10981,USPS,0514859398831,Delivered,Delivered to front porch.,2025-04-17 20:37:57.417323
SHIP12049,ORD10982,UPS,6936376613978,Delivered,Delivered to front porch.,2025-04-17 15:29:51.510083
SHIP12050,ORD10983,DHL,4523749988409,Delivered,Delivered to front porch.,2025-04-12 22:00:22.587862
SHIP12051,ORD10984,DHL,3334786371762,Delayed,Vehicle breakdown,2025-04-21 04:25:49.666008
SHIP12052,ORD10985,USPS,1317356095918,Delivered,Delivered to front porch.,2025-04-14 13:13:44.170060
SHIP12053,ORD10986,DHL,3571995219618,Delivered,Delivered to front porch.,2025-04-16 03:22:38.112818
SHIP12054,ORD10988,DHL,2163643123449,Delivered,Delivered to front porch.,2025-04-13 23:28:09.612789
SHIP12055,ORD10989,USPS,2768753323378,Delayed,Vehicle breakdown,2025-04-19 04:17:24.768228
SHIP12056,ORD10990,FedEx,1567428284638,Delayed,Vehicle breakdown,2025-04-25 10:17:09.682410
SHIP12057,ORD10992,DHL,3912585116052,Delivered,Delivered to front porch.,2025-04-13 03:25:46.703338
SHIP12058,ORD10993,DHL,7899467979669,Delayed,Logistics issue at sorting hub,2025-04-19 00:09:26.571502
SHIP12059,ORD10994,DHL,4360955000194,Delivered,Delivered to front porch.,2025-04-14 12:48:05.453327
SHIP12060,ORD10995,FedEx,7694720942844,Delayed,Vehicle breakdown,2025-04-14 08:39:14.437627
SHIP12061,ORD10996,USPS,8259694178942,Delivered,Delivered to front porch.,2025-04-12 11:24:59.769632
SHIP12062,ORD10997,FedEx,6675550765316,Delivered,Delivered to front porch.,2025-04-16 14:17:19.442245
SHIP12063,ORD11000,UPS,7549271203053,Delivered,Delivered to front porch.,2025-04-13 23:27:31.359599
SHIP12064,ORD11001,DHL,6844617719993,Delivered,Delivered to front porch.,2025-04-15 15:05:15.625144
SHIP12065,ORD11002,USPS,8593369495577,Delivered,Delivered to front porch.,2025-04-10 12:52:01.576501
SHIP12066,ORD11003,USPS,7097765497063,Lost,Package missing after last scan. Investigation opened.,2025-04-11 06:57:07.114986
SHIP12067,ORD11004,USPS,0219938411578,Delayed,Logistics issue at sorting hub,2025-04-20 06:27:00.161686
SHIP12068,ORD11005,FedEx,0527083226061,Delayed,Vehicle breakdown,2025-04-21 20:38:47.059348
SHIP12069,ORD11006,UPS,7851899415788,Delivered,Delivered to front porch.,2025-04-15 09:53:57.166972
SHIP12070,ORD11007,UPS,4815740339053,Delivered,Delivered to front porch.,2025-04-16 22:43:54.582689
SHIP12071,ORD11008,USPS,0475178249276,Delivered,Delivered to front porch.,2025-04-17 11:13:19.122721
SHIP12072,ORD11009,USPS,2359568335863,Delivered,Delivered to front porch.,2025-04-13 15:08:38.654251
SHIP12073,ORD11010,FedEx,9677150743791,Delayed,Weather event in transit region,2025-04-26 03:44:50.795306
SHIP12074,ORD11011,FedEx,2082767863263,Delivered,Delivered to front porch.,2025-04-18 21:08:54.348171
SHIP12075,ORD11012,DHL,3763897543766,Delayed,Weather event in transit region,2025-04-21 04:23:41.495686
SHIP12076,ORD11013,UPS,5685334759746,Delivered,Delivered to front porch.,2025-04-18 11:56:56.094332
SHIP12077,ORD11014,UPS,3022670570895,Delivered,Delivered to front porch.,2025-04-12 22:28:09.203810
SHIP12078,ORD11015,FedEx,5921192089244,Delivered,Delivered to front porch.,2025-04-12 22:10:05.180370
SHIP12079,ORD11016,DHL,3132930251041,Delivered,Delivered to front porch.,2025-04-18 13:25:43.308143
SHIP12080,ORD11017,DHL,5368699225520,Delivered,Delivered to front porch.,2025-04-14 14:20:37.548734
SHIP12081,ORD11018,FedEx,4058074821485,Delivered,Delivered to front porch.,2025-04-16 09:41:15.327112
SHIP12082,ORD11019,DHL,9267228802118,Delivered,Delivered to front porch.,2025-04-11 18:39:15.119263
SHIP12083,ORD11020,UPS,5711113728426,Delayed,Vehicle breakdown,2025-04-17 23:57:36.930041
SHIP12084,ORD11021,DHL,6982749381784,Delivered,Delivered to front porch.,2025-04-14 08:22:57.780289
SHIP12085,ORD11022,FedEx,0738579748404,Delivered,Delivered to front porch.,2025-04-14 15:48:11.301538
SHIP12086,ORD11023,UPS,6067338786130,Delayed,Vehicle breakdown,2025-04-27 07:47:30.072338
SHIP12087,ORD11024,DHL,6060293189374,Delivered,Delivered to front porch.,2025-04-14 06:18:28.406758
SHIP12088,ORD11025,USPS,3505277878583,Lost,Package missing after last scan. Investigation opened.,2025-04-12 12:28:36.757515
SHIP12089,ORD11026,UPS,0075035667665,Delivered,Delivered to front porch.,2025-04-17 22:11:08.723198
SHIP12090,ORD11028,UPS,2480182158214,Delivered,Delivered to front porch.,2025-04-17 22:14:30.378051
SHIP12091,ORD11029,DHL,4372945891903,Delivered,Delivered to front porch.,2025-04-18 15:34:39.600590
SHIP12092,ORD11030,USPS,5469941837598,Delayed,Logistics issue at sorting hub,2025-04-25 11:15:50.671251
SHIP12093,ORD11031,FedEx,0471843397716,Delivered,Delivered to front porch.,2025-04-16 23:39:39.888985
SHIP12094,ORD11032,UPS,1635597384012,Lost,Package missing after last scan. Investigation opened.,2025-04-11 22:00:56.862947
SHIP12095,ORD11034,FedEx,2313755767844,Delivered,Delivered to front porch.,2025-04-12 13:52:54.744686
SHIP12096,ORD11036,USPS,9175667400621,Delivered,Delivered to front porch.,2025-04-13 13:53:28.682490
SHIP12097,ORD11038,USPS,1007882314477,Delayed,Logistics issue at sorting hub,2025-04-18 17:00:10.891673
SHIP12098,ORD11039,UPS,7478691843382,Delivered,Delivered to front porch.,2025-04-17 02:44:59.919909
SHIP12099,ORD11042,UPS,0602404646930,Delivered,Delivered to front porch.,2025-04-18 13:53:19.248674
SHIP12100,ORD11043,USPS,7108458134360,Delayed,Vehicle breakdown,2025-04-18 06:40:49.292221
SHIP12101,ORD11044,USPS,2657464618678,Delayed,Weather event in transit region,2025-04-21 09:02:35.321109
SHIP12102,ORD11047,FedEx,8400448610793,Delivered,Delivered to front porch.,2025-04-14 00:39:37.211314
SHIP12103,ORD11048,DHL,7439091168154,Delayed,Logistics issue at sorting hub,2025-04-21 07:03:29.466689
SHIP12104,ORD11049,USPS,0696506276140,Delivered,Delivered to front porch.,2025-04-19 19:58:41.873620
SHIP12105,ORD11051,USPS,5195058308217,Delivered,Delivered to front porch.,2025-04-14 21:46:51.298983
SHIP12106,ORD11052,UPS,2707012913424,Delayed,Weather event in transit region,2025-04-27 14:25:47.786180
SHIP12107,ORD11053,DHL,5343446309029,Delivered,Delivered to front porch.,2025-04-14 01:08:28.214217
SHIP12108,ORD11054,UPS,7208980592352,Delivered,Delivered to front porch.,2025-04-12 05:23:39.363436
SHIP12109,ORD11055,USPS,1622071278929,Delivered,Delivered to front porch.,2025-04-13 21:07:33.053222
SHIP12110,ORD11056,UPS,9500293521547,Delivered,Delivered to front porch.,2025-04-21 08:37:26.401029
SHIP12111,ORD11057,FedEx,3771425366831,Delivered,Delivered to front porch.,2025-04-18 10:24:38.230922
SHIP12112,ORD11058,USPS,4187045302507,Delayed,Weather event in transit region,2025-04-20 03:40:19.369379
SHIP12113,ORD11059,DHL,6127441489660,Delayed,Vehicle breakdown,2025-04-19 11:59:48.850855
SHIP12114,ORD11060,DHL,1214778305628,Delivered,Delivered to front porch.,2025-04-16 22:31:35.145694
SHIP12115,ORD11062,UPS,9828211426973,Delivered,Delivered to front porch.,2025-04-18 19:21:56.253733
SHIP12116,ORD11063,DHL,2225820220355,Delayed,Vehicle breakdown,2025-04-21 16:13:56.632816
SHIP12117,ORD11065,UPS,0085535940113,Delivered,Delivered to front porch.,2025-04-13 07:31:42.534810
SHIP12118,ORD11066,DHL,9255134736351,Delivered,Delivered to front porch.,2025-04-17 19:36:44.803828
SHIP12119,ORD11067,DHL,4625893994760,Delivered,Delivered to front porch.,2025-04-19 09:44:52.920857
SHIP12120,ORD11068,UPS,1869675677813,Delivered,Delivered to front porch.,2025-04-13 01:33:33.909454
SHIP12121,ORD11069,USPS,9439621514794,Delivered,Delivered to front porch.,2025-04-18 17:31:34.667602
SHIP12122,ORD11070,FedEx,1510626199563,Delivered,Delivered to front porch.,2025-04-13 04:35:50.192317
SHIP12123,ORD11071,DHL,2890080588950,Delivered,Delivered to front porch.,2025-04-19 15:25:22.495158
SHIP12124,ORD11072,USPS,5769011239339,Delivered,Delivered to front porch.,2025-04-16 11:54:56.751244
SHIP12125,ORD11073,USPS,8345536661557,Delayed,Weather event in transit region,2025-04-20 07:50:21.806325
SHIP12126,ORD11075,FedEx,7262354225222,Delayed,Weather event in transit region,2025-04-30 07:07:04.981485
SHIP12127,ORD11076,FedEx,4749487593891,Delivered,Delivered to front porch.,2025-04-19 20:28:40.225024
SHIP12128,ORD11077,USPS,1350642216499,Lost,Package missing after last scan. Investigation opened.,2025-04-14 07:07:32.080155
SHIP12129,ORD11079,UPS,9361642159961,Delivered,Delivered to front porch.,2025-04-16 14:25:05.052237
SHIP12130,ORD11080,USPS,0295103425847,Delivered,Delivered to front porch.,2025-04-21 21:09:41.410252
SHIP12131,ORD11081,USPS,4418005096939,Delivered,Delivered to front porch.,2025-04-21 11:41:58.720265
SHIP12132,ORD11082,USPS,7699832144193,Delivered,Delivered to front porch.,2025-04-13 21:24:47.112839
SHIP12133,ORD11083,USPS,2136480459613,Delivered,Delivered to front porch.,2025-04-18 09:03:11.721945
SHIP12134,ORD11084,DHL,2798721992510,Delivered,Delivered to front porch.,2025-04-20 10:41:27.328866
SHIP12135,ORD11085,DHL,8301553300770,Delivered,Delivered to front porch.,2025-04-15 10:52:58.678521
SHIP12136,ORD11086,USPS,7933624888804,Delivered,Delivered to front porch.,2025-04-18 11:30:37.874177
SHIP12137,ORD11087,DHL,9556146404253,Delivered,Delivered to front porch.,2025-04-19 02:47:56.251863
SHIP12138,ORD11088,USPS,0960516038440,Delivered,Delivered to front porch.,2025-04-19 06:01:31.706262
SHIP12139,ORD11089,FedEx,0310567791090,Delivered,Delivered to front porch.,2025-04-18 01:15:13.159950
SHIP12140,ORD11090,DHL,8948914952423,Delivered,Delivered to front porch.,2025-04-15 00:04:27.548459
SHIP12141,ORD11091,DHL,9568493244758,Delivered,Delivered to front porch.,2025-04-19 15:43:55.073848
SHIP12142,ORD11092,DHL,4739725825761,Delivered,Delivered to front porch.,2025-04-16 13:30:25.381571
SHIP12143,ORD11093,DHL,8650192986983,Delivered,Delivered to front porch.,2025-04-18 01:07:14.170681
SHIP12144,ORD11095,UPS,8990729131326,Delivered,Delivered to front porch.,2025-04-17 18:52:24.084018
SHIP12145,ORD11096,FedEx,7697979180685,Delivered,Delivered to front porch.,2025-04-17 16:42:04.326888
SHIP12146,ORD11097,USPS,8186937349282,Delivered,Delivered to front porch.,2025-04-21 12:36:55.795539
SHIP12147,ORD11098,DHL,7647456588121,Delivered,Delivered to front porch.,2025-04-21 18:06:22.757086
SHIP12148,ORD11099,UPS,9472240110817,Delayed,Weather event in transit region,2025-04-25 10:08:16.353859
SHIP12149,ORD11100,DHL,4877601440452,Delivered,Delivered to front porch.,2025-04-19 00:23:15.907945
SHIP12150,ORD11102,UPS,4708476574907,Delivered,Delivered to front porch.,2025-04-15 05:53:00.192875
SHIP12151,ORD11103,DHL,4820230650235,Delivered,Delivered to front porch.,2025-04-18 23:27:22.108408
SHIP12152,ORD11104,USPS,1599234216886,Delivered,Delivered to front porch.,2025-04-21 02:39:48.694883
SHIP12153,ORD11106,UPS,5738976062207,Delivered,Delivered to front porch.,2025-04-16 01:58:53.917861
SHIP12154,ORD11107,UPS,6311368330925,Delivered,Delivered to front porch.,2025-04-18 21:55:23.289725
SHIP12155,ORD11108,FedEx,5241518091059,Delayed,Logistics issue at sorting hub,2025-04-25 09:41:12.948853
SHIP12156,ORD11109,USPS,9087552226981,Delivered,Delivered to front porch.,2025-04-18 16:28:23.402435
SHIP12157,ORD11111,DHL,5619721292684,Delivered,Delivered to front porch.,2025-04-21 07:40:59.532341
SHIP12158,ORD11112,USPS,8530184412921,Delayed,Logistics issue at sorting hub,2025-04-27 11:20:30.416916
SHIP12159,ORD11113,FedEx,6373921746307,Lost,Package missing after last scan. Investigation opened.,2025-04-15 02:38:54.470134
SHIP12160,ORD11115,FedEx,0427440503838,Delivered,Delivered to front porch.,2025-04-18 02:29:14.616331
SHIP12161,ORD11116,UPS,9172813437432,Delivered,Delivered to front porch.,2025-04-17 16:53:57.657735
SHIP12162,ORD11117,UPS,6510597619898,Delivered,Delivered to front porch.,2025-04-20 12:35:23.737592
SHIP12163,ORD11118,UPS,9689244193832,Lost,Package missing after last scan. Investigation opened.,2025-04-15 21:07:30.734038
SHIP12164,ORD11119,FedEx,4681497940411,Lost,Package missing after last scan. Investigation opened.,2025-04-14 22:05:05.249000
SHIP12165,ORD11121,UPS,6888209768624,Delayed,Vehicle breakdown,2025-04-25 05:34:35.974618
SHIP12166,ORD11122,UPS,9788993418156,Delivered,Delivered to front porch.,2025-04-18 20:04:19.915772
SHIP12167,ORD11123,UPS,2439711409358,Delivered,Delivered to front porch.,2025-04-19 20:34:39.798481
SHIP12168,ORD11124,DHL,0232813923157,Delivered,Delivered to front porch.,2025-04-23 04:19:30.972099
SHIP12169,ORD11125,DHL,7898410027860,Delivered,Delivered to front porch.,2025-04-17 13:18:02.778281
SHIP12170,ORD11126,FedEx,2909485894235,Delayed,Vehicle breakdown,2025-04-26 08:43:16.084940
SHIP12171,ORD11127,USPS,6508430408273,Delivered,Delivered to front porch.,2025-04-17 19:28:30.015187
SHIP12172,ORD11128,UPS,5834430173486,Delivered,Delivered to front porch.,2025-04-14 17:52:21.947999
SHIP12173,ORD11129,USPS,8930196322230,Delayed,Logistics issue at sorting hub,2025-04-23 21:54:28.083558
SHIP12174,ORD11130,UPS,2277235962474,Delivered,Delivered to front porch.,2025-04-22 04:22:56.563382
SHIP12175,ORD11131,DHL,7657979681889,Delayed,Logistics issue at sorting hub,2025-04-26 19:36:49.091420
SHIP12176,ORD11132,DHL,0703770273352,Delivered,Delivered to front porch.,2025-04-15 18:05:42.855898
SHIP12177,ORD11133,USPS,5728799165438,Delivered,Delivered to front porch.,2025-04-17 09:58:09.053533
SHIP12178,ORD11134,USPS,1859400043655,Delivered,Delivered to front porch.,2025-04-19 06:26:06.764034
SHIP12179,ORD11136,FedEx,8272176845613,Delivered,Delivered to front porch.,2025-04-16 00:02:39.688717
SHIP12180,ORD11137,UPS,3914162592693,Delivered,Delivered to front porch.,2025-04-16 01:21:00.180930
SHIP12181,ORD11139,USPS,5185744894124,Delayed,Vehicle breakdown,2025-04-22 16:26:54.243665
SHIP12182,ORD11140,USPS,7614065875553,Delayed,Logistics issue at sorting hub,2025-04-24 20:10:17.025660
SHIP12183,ORD11141,USPS,3803173912531,Delivered,Delivered to front porch.,2025-04-17 07:43:55.681592
SHIP12184,ORD11142,USPS,1288090606954,Delayed,Weather event in transit region,2025-04-27 08:03:09.419641
SHIP12185,ORD11143,DHL,5127211375408,Delayed,Vehicle breakdown,2025-04-27 11:02:09.730414
SHIP12186,ORD11144,DHL,5432256112933,Delivered,Delivered to front porch.,2025-04-22 14:46:01.404458
SHIP12187,ORD11145,FedEx,1755001597743,Delayed,Logistics issue at sorting hub,2025-04-28 11:26:27.960523
SHIP12188,ORD11147,DHL,9798473476255,Delivered,Delivered to front porch.,2025-04-18 11:58:29.217940
SHIP12189,ORD11148,FedEx,2999274623641,Delivered,Delivered to front porch.,2025-04-21 21:56:25.602062
SHIP12190,ORD11150,UPS,7076116773209,Delivered,Delivered to front porch.,2025-04-17 16:57:47.168171
SHIP12191,ORD11151,UPS,4767730607652,Delivered,Delivered to front porch.,2025-04-14 22:26:34.729894
SHIP12192,ORD11152,USPS,7922041672103,Delayed,Weather event in transit region,2025-04-27 15:44:51.681350
SHIP12193,ORD11155,DHL,0327630158926,Delivered,Delivered to front porch.,2025-04-22 14:29:40.259175
SHIP12194,ORD11156,FedEx,5516128160991,Delivered,Delivered to front porch.,2025-04-17 10:40:31.543667
SHIP12195,ORD11157,DHL,6332793536812,Delivered,Delivered to front porch.,2025-04-18 13:42:09.407565
SHIP12196,ORD11158,FedEx,1172187775213,Delivered,Delivered to front porch.,2025-04-23 18:06:13.301697
SHIP12197,ORD11159,DHL,4993326845539,Delivered,Delivered to front porch.,2025-04-20 05:47:28.431080
SHIP12198,ORD11160,USPS,1711289835717,Delivered,Delivered to front porch.,2025-04-21 01:31:35.905104
SHIP12199,ORD11162,DHL,2560688158502,Delivered,Delivered to front porch.,2025-04-20 11:07:16.363841
SHIP12200,ORD11163,DHL,5646612734411,Delivered,Delivered to front porch.,2025-04-21 04:18:59.072662
SHIP12201,ORD11165,FedEx,9430130816386,Delivered,Delivered to front porch.,2025-04-20 00:01:25.643972
SHIP12202,ORD11166,DHL,8423550274851,Delayed,Weather event in transit region,2025-04-27 15:52:13.203373
SHIP12203,ORD11167,DHL,7544437669285,Delayed,Logistics issue at sorting hub,2025-04-29 21:20:13.695399
SHIP12204,ORD11168,FedEx,6380459030150,Delayed,Logistics issue at sorting hub,2025-04-22 20:56:24.286921
SHIP12205,ORD11169,USPS,6268855926317,Delayed,Logistics issue at sorting hub,2025-04-28 00:40:55.388630
SHIP12206,ORD11170,UPS,5525841150356,Delivered,Delivered to front porch.,2025-04-22 07:30:23.332657
SHIP12207,ORD11174,UPS,2796984444708,Delayed,Weather event in transit region,2025-04-27 03:06:11.810805
SHIP12208,ORD11176,USPS,4406013417310,Delayed,Logistics issue at sorting hub,2025-04-22 17:33:51.554495
SHIP12209,ORD11177,FedEx,3477049831334,Delayed,Vehicle breakdown,2025-04-23 18:09:15.304974
SHIP12210,ORD11178,FedEx,4505659468523,Delivered,Delivered to front porch.,2025-04-20 17:56:50.718162
SHIP12211,ORD11179,USPS,1704003100253,Delivered,Delivered to front porch.,2025-04-16 05:06:28.628069
SHIP12212,ORD11180,USPS,1223441167319,Delivered,Delivered to front porch.,2025-04-19 03:06:29.977672
SHIP12213,ORD11182,FedEx,8983109254128,Delivered,Delivered to front porch.,2025-04-23 14:45:23.135153
SHIP12214,ORD11183,UPS,2021305362103,Delivered,Delivered to front porch.,2025-04-18 03:12:41.284081
SHIP12215,ORD11184,DHL,1058100714890,Delivered,Delivered to front porch.,2025-04-19 01:07:48.261841
SHIP12216,ORD11185,UPS,2594384394407,Delivered,Delivered to front porch.,2025-04-21 03:08:06.902881
SHIP12217,ORD11186,UPS,1555149634214,Delivered,Delivered to front porch.,2025-04-22 13:44:55.706692
SHIP12218,ORD11187,FedEx,5486499153437,Delivered,Delivered to front porch.,2025-04-22 23:32:21.128190
SHIP12219,ORD11189,UPS,5423355952803,Delivered,Delivered to front porch.,2025-04-18 11:49:33.692546
SHIP12220,ORD11190,UPS,3303540764409,Lost,Package missing after last scan. Investigation opened.,2025-04-16 23:02:28.957580
SHIP12221,ORD11191,FedEx,1927633379466,Delivered,Delivered to front porch.,2025-04-21 04:28:13.258198
SHIP12222,ORD11192,USPS,4583121627456,Delivered,Delivered to front porch.,2025-04-18 22:48:39.746920
SHIP12223,ORD11193,DHL,9771188070802,Delivered,Delivered to front porch.,2025-04-20 01:01:09.488050
SHIP12224,ORD11195,FedEx,3894910438117,Delivered,Delivered to front porch.,2025-04-20 05:49:12.318047
SHIP12225,ORD11196,USPS,3771513671274,Delivered,Delivered to front porch.,2025-04-20 19:38:54.032065
SHIP12226,ORD11198,UPS,9566358015628,Delivered,Delivered to front porch.,2025-04-19 18:28:26.922441
SHIP12227,ORD11199,DHL,6544608409130,Delivered,Delivered to front porch.,2025-04-17 11:20:18.378570
SHIP12228,ORD11200,FedEx,4793361785834,Delayed,Vehicle breakdown,2025-04-25 08:12:44.720510
SHIP12229,ORD11201,DHL,5731080057831,Delayed,Vehicle breakdown,2025-05-01 07:43:26.719236
SHIP12230,ORD11202,FedEx,0508128312055,Delivered,Delivered to front porch.,2025-04-21 23:18:50.357857
SHIP12231,ORD11203,FedEx,8448028927619,Delivered,Delivered to front porch.,2025-04-21 19:31:13.362307
SHIP12232,ORD11204,DHL,8509137519895,Delivered,Delivered to front porch.,2025-04-19 12:17:01.442055
SHIP12233,ORD11205,DHL,2151588030519,Delivered,Delivered to front porch.,2025-04-17 17:23:11.507995
SHIP12234,ORD11206,UPS,8620790073927,Delivered,Delivered to front porch.,2025-04-19 15:26:59.196922
SHIP12235,ORD11207,FedEx,0019378097833,Delayed,Vehicle breakdown,2025-05-03 12:06:43.665035
SHIP12236,ORD11208,USPS,6702868513800,Delayed,Weather event in transit region,2025-04-24 06:32:15.330691
SHIP12237,ORD11209,FedEx,8472206668568,Delivered,Delivered to front porch.,2025-04-21 17:09:50.394708
SHIP12238,ORD11210,UPS,4866123037660,Delivered,Delivered to front porch.,2025-04-19 01:54:28.453835
SHIP12239,ORD11211,USPS,2282450550894,Delivered,Delivered to front porch.,2025-04-23 07:25:13.445228
SHIP12240,ORD11213,USPS,7624909358821,Delivered,Delivered to front porch.,2025-04-23 14:46:45.463354
SHIP12241,ORD11214,UPS,1159539874305,Delivered,Delivered to front porch.,2025-04-23 01:36:08.718413
SHIP12242,ORD11215,FedEx,4772714355481,Delivered,Delivered to front porch.,2025-04-22 05:34:46.883581
SHIP12243,ORD11217,FedEx,5954155259613,Delivered,Delivered to front porch.,2025-04-23 15:38:34.990636
SHIP12244,ORD11218,USPS,0136485478345,Delayed,Weather event in transit region,2025-04-28 12:12:06.797398
SHIP12245,ORD11220,USPS,8357670349963,Delivered,Delivered to front porch.,2025-04-17 05:21:42.542797
SHIP12246,ORD11221,USPS,2914013505767,Delivered,Delivered to front porch.,2025-04-22 06:37:05.265686
SHIP12247,ORD11222,DHL,5243476943715,Delivered,Delivered to front porch.,2025-04-21 08:26:45.035337
SHIP12248,ORD11224,FedEx,6343798282369,Delivered,Delivered to front porch.,2025-04-21 11:41:45.378264
SHIP12249,ORD11225,USPS,1640140508401,Delivered,Delivered to front porch.,2025-04-24 09:27:01.587233
SHIP12250,ORD11226,FedEx,2754932377812,Delayed,Logistics issue at sorting hub,2025-04-29 18:33:36.117861
SHIP12251,ORD11227,FedEx,2708358482964,Lost,Package missing after last scan. Investigation opened.,2025-04-17 22:07:19.372967
SHIP12252,ORD11228,USPS,0953211863646,Delivered,Delivered to front porch.,2025-04-24 05:30:17.055221
SHIP12253,ORD11229,DHL,9305104557230,Delivered,Delivered to front porch.,2025-04-24 14:58:22.309975
